Region.Label,Area,Sample.Label.original,object,Effort.original,distance,dist,grouping,Sample.Label,Effort
Kal.mara,580,16,NA,3,NA,,2,4,12.313
Kal.mara,580,17,NA,3,NA,,2,4,12.313
Kal.mara,580,18,31,3,4,1,2,4,12.313
Kal.mara,580,18,32,3,7,2,2,4,12.313
Kal.mara,580,18,33,3,10,2,2,4,12.313
Kal.mara,580,18,34,3,11,3,2,4,12.313
Kal.mara,580,18,35,3,12,3,2,4,12.313
Kal.mara,580,18,36,3,14,3,2,4,12.313
Kal.mara,580,18,37,3,17,4,2,4,12.313
Kal.mara,580,18,38,3,20,4,2,4,12.313
Kal.mara,580,18,39,3,10,2,2,4,12.313
Kal.mara,580,18,40,3,13,3,2,4,12.313
Kal.mara,580,19,41,3.313,11,3,2,4,12.313
Kal.mara,580,19,42,3.313,13,3,2,4,12.313
Kal.mara,580,19,43,3.313,15,3,2,4,12.313
Kal.mara,580,19,44,3.313,15,3,2,4,12.313
Kal.mara,580,19,45,3.313,15,3,2,4,12.313
Kal.mara,580,20,46,3,4,1,3,5,12.045
Kal.mara,580,20,47,3,9,2,3,5,12.045
Kal.mara,580,20,48,3,11,3,3,5,12.045
Kal.mara,580,21,49,3,2,1,3,5,12.045
Kal.mara,580,21,50,3,5,1,3,5,12.045
Kal.mara,580,21,51,3,13,3,3,5,12.045
Kal.mara,580,22,NA,3,NA,,3,5,12.045
Kal.mara,580,23,NA,3.045,NA,,3,5,12.045
Kal.mara,580,24,52,3,10,2,3,6,9.197
Kal.mara,580,24,53,3,13,3,3,6,9.197
Kal.mara,580,25,54,3.16,6,2,3,6,9.197
Kal.mara,580,25,55,3.16,9,2,3,6,9.197
Kal.mara,580,25,56,3.16,23,5,3,6,9.197
Kal.mara,580,26,NA,3.037,NA,,3,6,9.197
Kal.mara,580,27,57,3.038,12,3,4,7,12.091
Kal.mara,580,27,58,3.038,18,4,4,7,12.091
Kal.mara,580,28,59,3,2,1,4,7,12.091
Kal.mara,580,28,60,3,4,1,4,7,12.091
Kal.mara,580,28,61,3,6,2,4,7,12.091
Kal.mara,580,28,62,3,5,1,4,7,12.091
Kal.mara,580,28,63,3,7,2,4,7,12.091
Kal.mara,580,29,64,3.05,22,5,4,7,12.091
Kal.mara,580,29,65,3.05,29,6,4,7,12.091
Kal.mara,580,30,66,3.003,7,2,4,7,12.091
Kal.mara,580,31,67,3.173,25,5,4,8,9.193
Kal.mara,580,31,68,3.173,6,2,4,8,9.193
Kal.mara,580,31,69,3.173,7,2,4,8,9.193
Kal.mara,580,31,70,3.173,9,2,4,8,9.193
Kal.mara,580,31,71,3.173,10,2,4,8,9.193
Kal.mara,580,31,72,3.173,11,3,4,8,9.193
Kal.mara,580,31,73,3.173,15,3,4,8,9.193
Kal.mara,580,32,74,3,17,4,4,8,9.193
Kal.mara,580,33,75,3.02,4,1,4,8,9.193
Kal.mara,580,33,76,3.02,8,2,4,8,9.193
Kal.mara,580,33,77,3.02,15,3,4,8,9.193
Kal.mara,580,33,78,3.02,15,3,4,8,9.193
Kal.mara,580,33,79,3.02,18,4,4,8,9.193
Kal.mara,580,33,80,3.02,20,4,4,8,9.193
Kal.mara,580,34,NA,3,NA,,5,9,15.341
Kal.mara,580,35,81,3.02,2,1,5,9,15.341
Kal.mara,580,35,82,3.02,4,1,5,9,15.341
Kal.mara,580,35,83,3.02,7,2,5,9,15.341
Kal.mara,580,35,84,3.02,14,3,5,9,15.341
Kal.mara,580,35,85,3.02,16,4,5,9,15.341
Kal.mara,580,35,86,3.02,17,4,5,9,15.341
Kal.mara,580,35,87,3.02,30,6,5,9,15.341
Kal.mara,580,36,88,3.291,6,2,5,9,15.341
Kal.mara,580,36,89,3.291,7,2,5,9,15.341
Kal.mara,580,36,90,3.291,8,2,5,9,15.341
Kal.mara,580,36,91,3.291,10,2,5,9,15.341
Kal.mara,580,36,92,3.291,12,3,5,9,15.341
Kal.mara,580,36,93,3.291,15,3,5,9,15.341
Kal.mara,580,36,94,3.291,15,3,5,9,15.341
Kal.mara,580,36,95,3.291,4,1,5,9,15.341
Kal.mara,580,36,96,3.291,8,2,5,9,15.341
Kal.mara,580,36,97,3.291,10,2,5,9,15.341
Kal.mara,580,36,98,3.291,15,3,5,9,15.341
Kal.mara,580,37,99,3.02,7,2,5,9,15.341
Kal.mara,580,37,100,3.02,10,2,5,9,15.341
Kal.mara,580,37,101,3.02,12,3,5,9,15.341
Kal.mara,580,37,102,3.02,3,1,5,9,15.341
Kal.mara,580,37,103,3.02,10,2,5,9,15.341
Kal.mara,580,37,104,3.02,13,3,5,9,15.341
Kal.mara,580,37,105,3.02,13,3,5,9,15.341
Kal.mara,580,37,106,3.02,15,3,5,9,15.341
Kal.mara,580,38,107,3.01,1,1,5,9,15.341
Kal.mara,580,38,108,3.01,2,1,5,9,15.341
Kal.mara,580,38,109,3.01,3,1,5,9,15.341
Kal.mara,580,38,110,3.01,4,1,5,9,15.341
Kal.mara,580,38,111,3.01,5,1,5,9,15.341
Kal.mara,580,38,112,3.01,3,1,5,9,15.341
Kal.mara,580,38,113,3.01,4,1,5,9,15.341
Kal.mara,580,38,114,3.01,5,1,5,9,15.341
Kal.mara,580,38,115,3.01,6,2,5,9,15.341
Kal.mara,580,38,116,3.01,8,2,5,9,15.341
Kal.mara,580,38,117,3.01,10,2,5,9,15.341
Kal.mara,580,38,118,3.01,11,3,5,9,15.341
Kal.mara,580,38,119,3.01,12,3,5,9,15.341
Kal.mara,580,38,120,3.01,10,2,5,9,15.341
Kal.mara,580,38,121,3.01,11,3,5,9,15.341
Kal.mara,580,38,122,3.01,12,3,5,9,15.341
Kal.mara,580,38,123,3.01,16,4,5,9,15.341
Kal.mara,580,38,124,3.01,17,4,5,9,15.341
Kal.mara,580,38,125,3.01,19,4,5,9,15.341
Kal.mara,580,38,126,3.01,1,1,5,9,15.341
Kal.mara,580,38,127,3.01,1,1,5,9,15.341
Kal.mara,580,38,128,3.01,5,1,5,9,15.341
Kal.mara,580,38,129,3.01,9,2,5,9,15.341
Kal.mara,580,38,130,3.01,9,2,5,9,15.341
Kal.mara,580,38,131,3.01,16,4,5,9,15.341
Kal.mara,580,38,132,3.01,18,4,5,9,15.341
Kal.mara,580,38,133,3.01,21,5,5,9,15.341
Kal.mara,580,38,134,3.01,21,5,5,9,15.341
Kal.mara,580,38,135,3.01,31,7,5,9,15.341
Kal.mara,580,39,136,3.06,2,1,5,10,12.12
Kal.mara,580,39,137,3.06,4,1,5,10,12.12
Kal.mara,580,39,138,3.06,4,1,5,10,12.12
Kal.mara,580,39,139,3.06,4,1,5,10,12.12
Kal.mara,580,39,140,3.06,5,1,5,10,12.12
Kal.mara,580,39,141,3.06,5,1,5,10,12.12
Kal.mara,580,39,142,3.06,6,2,5,10,12.12
Kal.mara,580,39,143,3.06,6,2,5,10,12.12
Kal.mara,580,39,144,3.06,7,2,5,10,12.12
Kal.mara,580,39,145,3.06,8,2,5,10,12.12
Kal.mara,580,39,146,3.06,9,2,5,10,12.12
Kal.mara,580,39,147,3.06,11,3,5,10,12.12
Kal.mara,580,40,148,3,3,1,5,10,12.12
Kal.mara,580,40,149,3,7,2,5,10,12.12
Kal.mara,580,40,150,3,8,2,5,10,12.12
Kal.mara,580,40,151,3,9,2,5,10,12.12
Kal.mara,580,40,152,3,11,3,5,10,12.12
Kal.mara,580,40,153,3,13,3,5,10,12.12
Kal.mara,580,40,154,3,17,4,5,10,12.12
Kal.mara,580,40,155,3,18,4,5,10,12.12
Kal.mara,580,40,156,3,21,5,5,10,12.12
Kal.mara,580,40,157,3,1,1,5,10,12.12
Kal.mara,580,40,158,3,1,1,5,10,12.12
Kal.mara,580,41,159,3.04,2,1,5,10,12.12
Kal.mara,580,41,160,3.04,7,2,5,10,12.12
Kal.mara,580,41,161,3.04,9,2,5,10,12.12
Kal.mara,580,41,162,3.04,11,3,5,10,12.12
Kal.mara,580,41,163,3.04,13,3,5,10,12.12
Kal.mara,580,41,164,3.04,8,2,5,10,12.12
Kal.mara,580,41,165,3.04,8,2,5,10,12.12
Kal.mara,580,41,166,3.04,13,3,5,10,12.12
Kal.mara,580,42,NA,3.02,NA,,5,10,12.12
Kal.mara,580,43,167,3,2,1,6,11,12.13
Kal.mara,580,43,168,3,3,1,6,11,12.13
Kal.mara,580,43,169,3,3,1,6,11,12.13
Kal.mara,580,43,170,3,4,1,6,11,12.13
Kal.mara,580,43,171,3,4,1,6,11,12.13
Kal.mara,580,43,172,3,4,1,6,11,12.13
Kal.mara,580,43,173,3,4,1,6,11,12.13
Kal.mara,580,43,174,3,5,1,6,11,12.13
Kal.mara,580,43,175,3,5,1,6,11,12.13
Kal.mara,580,43,176,3,5,1,6,11,12.13
Kal.mara,580,43,177,3,6,2,6,11,12.13
Kal.mara,580,43,178,3,6,2,6,11,12.13
Kal.mara,580,43,179,3,6,2,6,11,12.13
Kal.mara,580,43,180,3,7,2,6,11,12.13
Kal.mara,580,43,181,3,7,2,6,11,12.13
Kal.mara,580,43,182,3,7,2,6,11,12.13
Kal.mara,580,43,183,3,8,2,6,11,12.13
Kal.mara,580,43,184,3,8,2,6,11,12.13
Kal.mara,580,43,185,3,9,2,6,11,12.13
Kal.mara,580,43,186,3,15,3,6,11,12.13
Kal.mara,580,44,187,3,1,1,6,11,12.13
Kal.mara,580,44,188,3,1,1,6,11,12.13
Kal.mara,580,44,189,3,2,1,6,11,12.13
Kal.mara,580,44,190,3,3,1,6,11,12.13
Kal.mara,580,44,191,3,4,1,6,11,12.13
Kal.mara,580,44,192,3,5,1,6,11,12.13
Kal.mara,580,44,193,3,6,2,6,11,12.13
Kal.mara,580,44,194,3,6,2,6,11,12.13
Kal.mara,580,44,195,3,8,2,6,11,12.13
Kal.mara,580,44,196,3,9,2,6,11,12.13
Kal.mara,580,44,197,3,9,2,6,11,12.13
Kal.mara,580,44,198,3,9,2,6,11,12.13
Kal.mara,580,44,199,3,10,2,6,11,12.13
Kal.mara,580,44,200,3,10,2,6,11,12.13
Kal.mara,580,44,201,3,12,3,6,11,12.13
Kal.mara,580,44,202,3,15,3,6,11,12.13
Kal.mara,580,44,203,3,17,4,6,11,12.13
Kal.mara,580,44,204,3,17,4,6,11,12.13
Kal.mara,580,44,205,3,20,4,6,11,12.13
Kal.mara,580,44,206,3,21,5,6,11,12.13
Kal.mara,580,45,207,3.065,7,2,6,11,12.13
Kal.mara,580,45,208,3.065,15,3,6,11,12.13
Kal.mara,580,46,209,3.065,1,1,6,11,12.13
Kal.mara,580,46,210,3.065,10,2,6,11,12.13
Kal.mara,580,46,211,3.065,3,1,6,11,12.13
Kal.mara,580,46,212,3.065,7,2,6,11,12.13
Kal.mara,580,46,213,3.065,11,3,6,11,12.13
Kal.mara,580,46,214,3.065,11,3,6,11,12.13
Kal.mara,580,46,215,3.065,13,3,6,11,12.13
Kal.mara,580,46,216,3.065,17,4,6,11,12.13
Kal.mara,580,46,217,3.065,18,4,6,11,12.13
Kal.mara,580,46,218,3.065,19,4,6,11,12.13
Kal.mara,580,46,219,3.065,25,5,6,11,12.13
